PC1,PC2
-0.07543707515972144,-0.86321422534304
3.0900091377576664,0.8782044878350285
-1.583000430560698,0.08814962604889244
1.5410164929244883,-0.3127203645484356
0.09733083993697564,-0.5663261286905255
-0.6544712887320852,0.47025867427730655
-0.6782711090168103,-1.2790355530295288
1.3321042383469057,-0.39788576267448655
-0.7902673244005776,-1.3325719758538381
-0.6992905096238802,-0.4883348554807197
1.7634337669124425,0.7329893565955552
3.2786870726788586,0.5101636625204836
3.395148256226113,1.2270309533494155
-0.31503142961926694,-0.914777207854693
1.1738904974712363,1.4063903104016953
-0.4154508918055231,-0.22303350684541812
0.055069301247291945,-0.6432343884737539
-0.6032666889858679,-1.0920066234765335
2.1738750397287974,0.39981815355119116
1.3859252357756935,-0.2363877116001556
-0.48365483914933755,-1.0339488813800277
-0.3563393836136052,-1.2631640674363458
-2.210137766756166,1.529456567462406
0.3860922061258783,0.8739104852653724
0.1731381135545188,-0.6836215397779187
-2.1359937144011107,1.3662029069686736
2.31678524857869,0.34900999825205853
0.30161492080611324,-0.7757549019101154
1.1880952772449318,-0.33403546209410195
-1.273869981226495,0.6016470654593418
-0.3674377990799371,-1.0167701341229152
-0.04798433711610947,-1.1060060551849098
0.6204872490004526,0.13290146874442021
-1.5566690083348105,0.4794631260659833
3.7374968921510834,0.7497978043975285
1.5000237324197747,1.106260737867544
-1.8348149770062514,1.1952376456597942
-1.391130694174102,0.007742933702986703
2.0081902167152785,1.052814520304144
-0.4981802155661415,-0.6607843381450436
1.0044954963449355,-0.23576447612238716
0.10336998217273756,-0.6922858664725847
0.5544546967069816,-0.4831470574604203
-0.18835796360412066,-1.176389838070483
2.070965385006522,0.5650557799476479
-0.3082389291251473,-0.17918467403685737
-2.062658601190019,1.6040588315490654
2.1278568251286343,0.17207269449693313
0.7898381582298597,-0.5445673561416453
0.22363868987169824,0.6357039306934188
0.7133271762220731,-0.7713542483760627
0.6692943191912912,1.5076669442830088
-0.6979544051894038,0.9435618736405575
0.7217203363066186,-0.7793258316789221
-0.5535558035565433,-1.075448323019426
-1.1107408225737876,0.4394048495843032
0.012154263832552104,-1.0573479113808966
-0.7403337772566144,-0.3770494060859181
2.141643111022072,1.0802260065956288
1.2237864989776202,-0.33264771462443127
-0.6542543656029502,-0.850232719390038
0.7961391816282709,-0.14534394351626484
-0.7476585490097634,1.840670582374558
0.9029721441054147,-0.6976276286202108
0.6821662515547022,-0.7441433856367567
-0.38779188843599366,0.2079316968807753
0.18501336639010016,0.2630006974872671
-0.691682179595216,-1.1315434266977429
-1.9463377329663754,0.9088011111257359
-0.8777752002482704,-0.8792985170827499
-1.5311082621599044,0.30032059664075644
1.2986261679411655,0.6384012999981247
2.9866644207509787,1.186423395808164
0.3193842329583404,-0.7583582234525839
-1.0279567577119066,-0.6186878737764862
-1.2972221715541266,-0.41582150859838574
4.925328318445467,1.383380605012606
-2.0900360202974926,1.2250788456485509
-1.0227064025360582,1.9227734248971682
-0.8924133305267606,-0.7454893938159985
-0.6590443860847154,-0.6587588362271278
1.9538032136303591,-0.016575289125656645
-2.0584962733009773,1.0624404950034427
2.0205715527545713,0.3012163594483129
-0.8760263930461266,-0.9430328246772481
1.8522050031566515,-0.13481836483125964
0.9111823780700333,-0.4207085694390258
-2.0578469385465135,1.3478252417087733
-0.36985841136571995,0.6590319836706936
3.5758678891208073,0.6995511892645021
-0.3896204496554237,-1.1663320743459673
-0.17718011491755234,-0.3338177306858951
